Country,Indicator,Percentile,Year,Value
China,sptinc_p50p90_992_j_CN,p50p90,2016,4.409
China,sptinc_p50p90_992_j_CN,p50p90,2017,4.331
China,sptinc_p50p90_992_j_CN,p50p90,2018,4.353
China,sptinc_p50p90_992_j_CN,p50p90,2019,4.366
China,sptinc_p50p90_992_j_CN,p50p90,2020,4.303
China,sptinc_p50p90_992_j_CN,p50p90,2021,4.292
China,sptinc_p90p100_992_j_CN,p90p100,1913,
China,sptinc_p90p100_992_j_CN,p90p100,1914,
China,sptinc_p90p100_992_j_CN,p90p100,1915,
China,sptinc_p90p100_992_j_CN,p90p100,1916,
China,sptinc_p90p100_992_j_CN,p90p100,1917,
China,sptinc_p90p100_992_j_CN,p90p100,1918,
China,sptinc_p90p100_992_j_CN,p90p100,1919,
China,sptinc_p90p100_992_j_CN,p90p100,1920,5.503
China,sptinc_p90p100_992_j_CN,p90p100,1921,
China,sptinc_p90p100_992_j_CN,p90p100,1922,
China,sptinc_p90p100_992_j_CN,p90p100,1923,
China,sptinc_p90p100_992_j_CN,p90p100,1924,
China,sptinc_p90p100_992_j_CN,p90p100,1925,
China,sptinc_p90p100_992_j_CN,p90p100,1926,
China,sptinc_p90p100_992_j_CN,p90p100,1927,
China,sptinc_p90p100_992_j_CN,p90p100,1928,
China,sptinc_p90p100_992_j_CN,p90p100,1929,
China,sptinc_p90p100_992_j_CN,p90p100,1930,5.277
China,sptinc_p90p100_992_j_CN,p90p100,1931,
China,sptinc_p90p100_992_j_CN,p90p100,1932,
China,sptinc_p90p100_992_j_CN,p90p100,1933,
China,sptinc_p90p100_992_j_CN,p90p100,1934,
China,sptinc_p90p100_992_j_CN,p90p100,1935,
China,sptinc_p90p100_992_j_CN,p90p100,1936,
China,sptinc_p90p100_992_j_CN,p90p100,1937,
China,sptinc_p90p100_992_j_CN,p90p100,1938,
China,sptinc_p90p100_992_j_CN,p90p100,1939,
China,sptinc_p90p100_992_j_CN,p90p100,1940,4.832
China,sptinc_p90p100_992_j_CN,p90p100,1941,
China,sptinc_p90p100_992_j_CN,p90p100,1942,
China,sptinc_p90p100_992_j_CN,p90p100,1943,
China,sptinc_p90p100_992_j_CN,p90p100,1944,
China,sptinc_p90p100_992_j_CN,p90p100,1945,
China,sptinc_p90p100_992_j_CN,p90p100,1946,
China,sptinc_p90p100_992_j_CN,p90p100,1947,
China,sptinc_p90p100_992_j_CN,p90p100,1948,
China,sptinc_p90p100_992_j_CN,p90p100,1949,
China,sptinc_p90p100_992_j_CN,p90p100,1950,267
China,sptinc_p90p100_992_j_CN,p90p100,1951,
China,sptinc_p90p100_992_j_CN,p90p100,1952,
China,sptinc_p90p100_992_j_CN,p90p100,1953,
China,sptinc_p90p100_992_j_CN,p90p100,1954,
China,sptinc_p90p100_992_j_CN,p90p100,1955,
China,sptinc_p90p100_992_j_CN,p90p100,1956,
China,sptinc_p90p100_992_j_CN,p90p100,1957,
China,sptinc_p90p100_992_j_CN,p90p100,1958,
China,sptinc_p90p100_992_j_CN,p90p100,1959,
China,sptinc_p90p100_992_j_CN,p90p100,1960,267
China,sptinc_p90p100_992_j_CN,p90p100,1961,
China,sptinc_p90p100_992_j_CN,p90p100,1962,
China,sptinc_p90p100_992_j_CN,p90p100,1963,
China,sptinc_p90p100_992_j_CN,p90p100,1964,
China,sptinc_p90p100_992_j_CN,p90p100,1965,
China,sptinc_p90p100_992_j_CN,p90p100,1966,
China,sptinc_p90p100_992_j_CN,p90p100,1967,
China,sptinc_p90p100_992_j_CN,p90p100,1968,
China,sptinc_p90p100_992_j_CN,p90p100,1969,
China,sptinc_p90p100_992_j_CN,p90p100,1970,267
China,sptinc_p90p100_992_j_CN,p90p100,1971,
China,sptinc_p90p100_992_j_CN,p90p100,1972,
China,sptinc_p90p100_992_j_CN,p90p100,1973,
China,sptinc_p90p100_992_j_CN,p90p100,1974,
China,sptinc_p90p100_992_j_CN,p90p100,1975,
China,sptinc_p90p100_992_j_CN,p90p100,1976,
China,sptinc_p90p100_992_j_CN,p90p100,1977,
China,sptinc_p90p100_992_j_CN,p90p100,1978,2.781
China,sptinc_p90p100_992_j_CN,p90p100,1979,2.781
China,sptinc_p90p100_992_j_CN,p90p100,1980,2.789
China,sptinc_p90p100_992_j_CN,p90p100,1981,2.831
China,sptinc_p90p100_992_j_CN,p90p100,1982,2.871
China,sptinc_p90p100_992_j_CN,p90p100,1983,288
China,sptinc_p90p100_992_j_CN,p90p100,1984,2.928
China,sptinc_p90p100_992_j_CN,p90p100,1985,3.014
China,sptinc_p90p100_992_j_CN,p90p100,1986,3.039
China,sptinc_p90p100_992_j_CN,p90p100,1987,3.022
China,sptinc_p90p100_992_j_CN,p90p100,1988,3.056
China,sptinc_p90p100_992_j_CN,p90p100,1989,3.111
China,sptinc_p90p100_992_j_CN,p90p100,1990,3.085
China,sptinc_p90p100_992_j_CN,p90p100,1991,3.151
China,sptinc_p90p100_992_j_CN,p90p100,1992,3.271
China,sptinc_p90p100_992_j_CN,p90p100,1993,3.391
China,sptinc_p90p100_992_j_CN,p90p100,1994,3.433
China,sptinc_p90p100_992_j_CN,p90p100,1995,339
China,sptinc_p90p100_992_j_CN,p90p100,1996,339
China,sptinc_p90p100_992_j_CN,p90p100,1997,3.391
China,sptinc_p90p100_992_j_CN,p90p100,1998,3.425
China,sptinc_p90p100_992_j_CN,p90p100,1999,3.479
China,sptinc_p90p100_992_j_CN,p90p100,2000,3.587
China,sptinc_p90p100_992_j_CN,p90p100,2001,3.662
China,sptinc_p90p100_992_j_CN,p90p100,2002,3.968
China,sptinc_p90p100_992_j_CN,p90p100,2003,4.051
China,sptinc_p90p100_992_j_CN,p90p100,2004,4.121
China,sptinc_p90p100_992_j_CN,p90p100,2005,4.216
China,sptinc_p90p100_992_j_CN,p90p100,2006,4.237
China,sptinc_p90p100_992_j_CN,p90p100,2007,4.269
China,sptinc_p90p100_992_j_CN,p90p100,2008,4.269
China,sptinc_p90p100_992_j_CN,p90p100,2009,4.263
China,sptinc_p90p100_992_j_CN,p90p100,2010,4.283
China,sptinc_p90p100_992_j_CN,p90p100,2011,4.311
China,sptinc_p90p100_992_j_CN,p90p100,2012,4.169
China,sptinc_p90p100_992_j_CN,p90p100,2013,4.235
China,sptinc_p90p100_992_j_CN,p90p100,2014,4.155
China,sptinc_p90p100_992_j_CN,p90p100,2015,4.166
China,sptinc_p90p100_992_j_CN,p90p100,2016,418
China,sptinc_p90p100_992_j_CN,p90p100,2017,4.283
China,sptinc_p90p100_992_j_CN,p90p100,2018,4.253
China,sptinc_p90p100_992_j_CN,p90p100,2019,4.236
China,sptinc_p90p100_992_j_CN,p90p100,2020,432
China,sptinc_p90p100_992_j_CN,p90p100,2021,4.335
China,sptinc_p99p100_992_j_CN,p99p100,1913,
China,sptinc_p99p100_992_j_CN,p99p100,1914,
China,sptinc_p99p100_992_j_CN,p99p100,1915,
China,sptinc_p99p100_992_j_CN,p99p100,1916,
China,sptinc_p99p100_992_j_CN,p99p100,1917,
China,sptinc_p99p100_992_j_CN,p99p100,1918,
China,sptinc_p99p100_992_j_CN,p99p100,1919,
China,sptinc_p99p100_992_j_CN,p99p100,1920,2.178
China,sptinc_p99p100_992_j_CN,p99p100,1921,
China,sptinc_p99p100_992_j_CN,p99p100,1922,
China,sptinc_p99p100_992_j_CN,p99p100,1923,
China,sptinc_p99p100_992_j_CN,p99p100,1924,
China,sptinc_p99p100_992_j_CN,p99p100,1925,
China,sptinc_p99p100_992_j_CN,p99p100,1926,
China,sptinc_p99p100_992_j_CN,p99p100,1927,
China,sptinc_p99p100_992_j_CN,p99p100,1928,
China,sptinc_p99p100_992_j_CN,p99p100,1929,
China,sptinc_p99p100_992_j_CN,p99p100,1930,1.984
China,sptinc_p99p100_992_j_CN,p99p100,1931,
China,sptinc_p99p100_992_j_CN,p99p100,1932,
China,sptinc_p99p100_992_j_CN,p99p100,1933,
China,sptinc_p99p100_992_j_CN,p99p100,1934,
China,sptinc_p99p100_992_j_CN,p99p100,1935,
China,sptinc_p99p100_992_j_CN,p99p100,1936,
China,sptinc_p99p100_992_j_CN,p99p100,1937,
China,sptinc_p99p100_992_j_CN,p99p100,1938,
China,sptinc_p99p100_992_j_CN,p99p100,1939,
China,sptinc_p99p100_992_j_CN,p99p100,1940,1.817
China,sptinc_p99p100_992_j_CN,p99p100,1941,
China,sptinc_p99p100_992_j_CN,p99p100,1942,
China,sptinc_p99p100_992_j_CN,p99p100,1943,
China,sptinc_p99p100_992_j_CN,p99p100,1944,
China,sptinc_p99p100_992_j_CN,p99p100,1945,
China,sptinc_p99p100_992_j_CN,p99p100,1946,
China,sptinc_p99p100_992_j_CN,p99p100,1947,
China,sptinc_p99p100_992_j_CN,p99p100,1948,
China,sptinc_p99p100_992_j_CN,p99p100,1949,
China,sptinc_p99p100_992_j_CN,p99p100,1950,0.05
China,sptinc_p99p100_992_j_CN,p99p100,1951,
China,sptinc_p99p100_992_j_CN,p99p100,1952,
China,sptinc_p99p100_992_j_CN,p99p100,1953,
China,sptinc_p99p100_992_j_CN,p99p100,1954,
China,sptinc_p99p100_992_j_CN,p99p100,1955,
China,sptinc_p99p100_992_j_CN,p99p100,1956,
China,sptinc_p99p100_992_j_CN,p99p100,1957,
China,sptinc_p99p100_992_j_CN,p99p100,1958,
China,sptinc_p99p100_992_j_CN,p99p100,1959,
China,sptinc_p99p100_992_j_CN,p99p100,1960,0.05
China,sptinc_p99p100_992_j_CN,p99p100,1961,
China,sptinc_p99p100_992_j_CN,p99p100,1962,
China,sptinc_p99p100_992_j_CN,p99p100,1963,
China,sptinc_p99p100_992_j_CN,p99p100,1964,
China,sptinc_p99p100_992_j_CN,p99p100,1965,
China,sptinc_p99p100_992_j_CN,p99p100,1966,
China,sptinc_p99p100_992_j_CN,p99p100,1967,
China,sptinc_p99p100_992_j_CN,p99p100,1968,
China,sptinc_p99p100_992_j_CN,p99p100,1969,
China,sptinc_p99p100_992_j_CN,p99p100,1970,0.05
China,sptinc_p99p100_992_j_CN,p99p100,1971,
China,sptinc_p99p100_992_j_CN,p99p100,1972,
China,sptinc_p99p100_992_j_CN,p99p100,1973,
China,sptinc_p99p100_992_j_CN,p99p100,1974,
China,sptinc_p99p100_992_j_CN,p99p100,1975,
China,sptinc_p99p100_992_j_CN,p99p100,1976,
China,sptinc_p99p100_992_j_CN,p99p100,1977,
China,sptinc_p99p100_992_j_CN,p99p100,1978,65
China,sptinc_p99p100_992_j_CN,p99p100,1979,652
China,sptinc_p99p100_992_j_CN,p99p100,1980,657
China,sptinc_p99p100_992_j_CN,p99p100,1981,686
China,sptinc_p99p100_992_j_CN,p99p100,1982,709
China,sptinc_p99p100_992_j_CN,p99p100,1983,727
China,sptinc_p99p100_992_j_CN,p99p100,1984,761
China,sptinc_p99p100_992_j_CN,p99p100,1985,817
China,sptinc_p99p100_992_j_CN,p99p100,1986,811
China,sptinc_p99p100_992_j_CN,p99p100,1987,0.08
China,sptinc_p99p100_992_j_CN,p99p100,1988,813
China,sptinc_p99p100_992_j_CN,p99p100,1989,833
China,sptinc_p99p100_992_j_CN,p99p100,1990,821
China,sptinc_p99p100_992_j_CN,p99p100,1991,842
China,sptinc_p99p100_992_j_CN,p99p100,1992,885
China,sptinc_p99p100_992_j_CN,p99p100,1993,929
China,sptinc_p99p100_992_j_CN,p99p100,1994,954
China,sptinc_p99p100_992_j_CN,p99p100,1995,938
China,sptinc_p99p100_992_j_CN,p99p100,1996,965
China,sptinc_p99p100_992_j_CN,p99p100,1997,965
China,sptinc_p99p100_992_j_CN,p99p100,1998,994
China,sptinc_p99p100_992_j_CN,p99p100,1999,1.002
China,sptinc_p99p100_992_j_CN,p99p100,2000,1.046
China,sptinc_p99p100_992_j_CN,p99p100,2001,1.096
China,sptinc_p99p100_992_j_CN,p99p100,2002,1.265
China,sptinc_p99p100_992_j_CN,p99p100,2003,1.323
China,sptinc_p99p100_992_j_CN,p99p100,2004,1.393
China,sptinc_p99p100_992_j_CN,p99p100,2005,143
China,sptinc_p99p100_992_j_CN,p99p100,2006,1.487
China,sptinc_p99p100_992_j_CN,p99p100,2007,1.538
China,sptinc_p99p100_992_j_CN,p99p100,2008,1.529
China,sptinc_p99p100_992_j_CN,p99p100,2009,1.552
China,sptinc_p99p100_992_j_CN,p99p100,2010,152
China,sptinc_p99p100_992_j_CN,p99p100,2011,1.467
China,sptinc_p99p100_992_j_CN,p99p100,2012,1.383
China,sptinc_p99p100_992_j_CN,p99p100,2013,1.389
China,sptinc_p99p100_992_j_CN,p99p100,2014,1.374
China,sptinc_p99p100_992_j_CN,p99p100,2015,0.14
China,sptinc_p99p100_992_j_CN,p99p100,2016,1.405
China,sptinc_p99p100_992_j_CN,p99p100,2017,1.516
China,sptinc_p99p100_992_j_CN,p99p100,2018,1.485
China,sptinc_p99p100_992_j_CN,p99p100,2019,1.466
China,sptinc_p99p100_992_j_CN,p99p100,2020,1.556
China,sptinc_p99p100_992_j_CN,p99p100,2021,1.572
USA,gptinc_pall_992_j_US,pall,1913,556.554.834.579
USA,gptinc_pall_992_j_US,pall,1914,561.319.378.515
USA,gptinc_pall_992_j_US,pall,1915,555.649.842.568
USA,gptinc_pall_992_j_US,pall,1916,567.404.580.548
USA,gptinc_pall_992_j_US,pall,1917,570.619.782.905
USA,gptinc_pall_992_j_US,pall,1918,564.497.947.542
USA,gptinc_pall_992_j_US,pall,1919,577.416.022.984
USA,gptinc_pall_992_j_US,pall,1920,563.567.357.562
USA,gptinc_pall_992_j_US,pall,1921,586.377.648.268
USA,gptinc_pall_992_j_US,pall,1922,576.896.408.606
USA,gptinc_pall_992_j_US,pall,1923,559.974.904.284
USA,gptinc_pall_992_j_US,pall,1924,576.759.905.918
USA,gptinc_pall_992_j_US,pall,1925,590.016.031.044
USA,gptinc_pall_992_j_US,pall,1926,593.890.030.748
USA,gptinc_pall_992_j_US,pall,1927,589.441.765.481
USA,gptinc_pall_992_j_US,pall,1928,597.035.547.109
USA,gptinc_pall_992_j_US,pall,1929,588.633.720.636
USA,gptinc_pall_992_j_US,pall,1930,583.415.721.148
USA,gptinc_pall_992_j_US,pall,1931,582.707.255.114
USA,gptinc_pall_992_j_US,pall,1932,596.511.372.537
USA,gptinc_pall_992_j_US,pall,1933,595.627.624.613
USA,gptinc_pall_992_j_US,pall,1934,602.502.600.365
USA,gptinc_pall_992_j_US,pall,1935,588.134.243.129
USA,gptinc_pall_992_j_US,pall,1936,592.211.188.613
USA,gptinc_pall_992_j_US,pall,1937,585.553.214.581
USA,gptinc_pall_992_j_US,pall,1938,581.629.390.205
USA,gptinc_pall_992_j_US,pall,1939,591.937.197.862
USA,gptinc_pall_992_j_US,pall,1940,592.435.448.847
USA,gptinc_pall_992_j_US,pall,1941,578.224.787.168
USA,gptinc_pall_992_j_US,pall,1942,523.810.377.592
USA,gptinc_pall_992_j_US,pall,1943,497.354.547.684
USA,gptinc_pall_992_j_US,pall,1944,474.639.894.397
USA,gptinc_pall_992_j_US,pall,1945,506.552.561.426
USA,gptinc_pall_992_j_US,pall,1946,504.072.396.306
USA,gptinc_pall_992_j_US,pall,1947,503.153.001.676
USA,gptinc_pall_992_j_US,pall,1948,510.383.936.032
USA,gptinc_pall_992_j_US,pall,1949,510.339.103.759
USA,gptinc_pall_992_j_US,pall,1950,509.826.004.277
USA,gptinc_pall_992_j_US,pall,1951,496.027.694.143
USA,gptinc_pall_992_j_US,pall,1952,483.607.325.213
USA,gptinc_pall_992_j_US,pall,1953,475.661.017.549
USA,gptinc_pall_992_j_US,pall,1954,483.386.212.491
USA,gptinc_pall_992_j_US,pall,1955,48.519.732.302
USA,gptinc_pall_992_j_US,pall,1956,475.522.689.071
USA,gptinc_pall_992_j_US,pall,1957,475.544.978.389
USA,gptinc_pall_992_j_US,pall,1958,48.228.024.593
USA,gptinc_pall_992_j_US,pall,1959,486.997.497.675
USA,gptinc_pall_992_j_US,pall,1960,484.522.523.324
USA,gptinc_pall_992_j_US,pall,1961,490.626.607.706
USA,gptinc_pall_992_j_US,pall,1962,473.771.005.168
USA,gptinc_pall_992_j_US,pall,1963,480.515.230.932
USA,gptinc_pall_992_j_US,pall,1964,486.782.246.751
USA,gptinc_pall_992_j_US,pall,1965,480.386.744.758
USA,gptinc_pall_992_j_US,pall,1966,474.575.501.496
USA,gptinc_pall_992_j_US,pall,1967,454.863.312.916
USA,gptinc_pall_992_j_US,pall,1968,457.391.434.072
USA,gptinc_pall_992_j_US,pall,1969,44.371.692.953
USA,gptinc_pall_992_j_US,pall,1970,442.540.627.002
USA,gptinc_pall_992_j_US,pall,1971,452.228.311.193
USA,gptinc_pall_992_j_US,pall,1972,456.356.722.106
USA,gptinc_pall_992_j_US,pall,1973,453.970.560.891
USA,gptinc_pall_992_j_US,pall,1974,443.319.683.478
USA,gptinc_pall_992_j_US,pall,1975,450.886.465.194
USA,gptinc_pall_992_j_US,pall,1976,449.263.718.114
USA,gptinc_pall_992_j_US,pall,1977,453.896.329.887
USA,gptinc_pall_992_j_US,pall,1978,452.832.375.804
USA,gptinc_pall_992_j_US,pall,1979,453.232.816.705
USA,gptinc_pall_992_j_US,pall,1980,453.910.398.987
USA,gptinc_pall_992_j_US,pall,1981,460.369.225.924
USA,gptinc_pall_992_j_US,pall,1982,468.101.487.736
USA,gptinc_pall_992_j_US,pall,1983,479.983.195.752
USA,gptinc_pall_992_j_US,pall,1984,489.191.204.735
USA,gptinc_pall_992_j_US,pall,1985,491.057.372.726
USA,gptinc_pall_992_j_US,pall,1986,492.396.743.354
USA,gptinc_pall_992_j_US,pall,1987,500.369.520.349
USA,gptinc_pall_992_j_US,pall,1988,514.624.026.834
USA,gptinc_pall_992_j_US,pall,1989,511.327.328.366
USA,gptinc_pall_992_j_US,pall,1990,512.511.841.597
USA,gptinc_pall_992_j_US,pall,1991,511.580.158.755
USA,gptinc_pall_992_j_US,pall,1992,523.985.664.245
USA,gptinc_pall_992_j_US,pall,1993,521.026.007.707
USA,gptinc_pall_992_j_US,pall,1994,520.636.849.972
USA,gptinc_pall_992_j_US,pall,1995,528.304.538.893
USA,gptinc_pall_992_j_US,pall,1996,535.613.045.743
USA,gptinc_pall_992_j_US,pall,1997,541.546.653.398
USA,gptinc_pall_992_j_US,pall,1998,543.474.756.942
USA,gptinc_pall_992_j_US,pall,1999,546.573.563.315
USA,gptinc_pall_992_j_US,pall,2000,550.326.556.098
USA,gptinc_pall_992_j_US,pall,2001,544.232.480.743
USA,gptinc_pall_992_j_US,pall,2002,540.482.949.292
USA,gptinc_pall_992_j_US,pall,2003,54.421.592.022
USA,gptinc_pall_992_j_US,pall,2004,551.007.581.294
USA,gptinc_pall_992_j_US,pall,2005,561.353.632.764
USA,gptinc_pall_992_j_US,pall,2006,568.200.452.815
USA,gptinc_pall_992_j_US,pall,2007,564.229.182.731
USA,gptinc_pall_992_j_US,pall,2008,562.190.107.391
USA,gptinc_pall_992_j_US,pall,2009,556.968.453.108
USA,gptinc_pall_992_j_US,pall,2010,568.345.868.754
USA,gptinc_pall_992_j_US,pall,2011,573.433.917.299
USA,gptinc_pall_992_j_US,pall,2012,583.902.798.937
USA,gptinc_pall_992_j_US,pall,2013,577.650.354.344
USA,gptinc_pall_992_j_US,pall,2014,584.521.626.846
USA,gptinc_pall_992_j_US,pall,2015,583.535.119.521
USA,gptinc_pall_992_j_US,pall,2016,584.271.520.062
USA,gptinc_pall_992_j_US,pall,2017,580.764.255.463
USA,gptinc_pall_992_j_US,pall,2018,584.061.211.132
USA,gptinc_pall_992_j_US,pall,2019,580.781.132.717
USA,gptinc_pall_992_j_US,pall,2020,571.537.094.712
USA,gptinc_pall_992_j_US,pall,2021,577.273.117.105
USA,sptinc_p0p50_992_j_US,p0p50,1913,151
USA,sptinc_p0p50_992_j_US,p0p50,1914,1.492
USA,sptinc_p0p50_992_j_US,p0p50,1915,1.513
USA,sptinc_p0p50_992_j_US,p0p50,1916,1.472
USA,sptinc_p0p50_992_j_US,p0p50,1917,1.462
USA,sptinc_p0p50_992_j_US,p0p50,1918,1.476
USA,sptinc_p0p50_992_j_US,p0p50,1919,1.437
USA,sptinc_p0p50_992_j_US,p0p50,1920,1.482
USA,sptinc_p0p50_992_j_US,p0p50,1921,1.384
USA,sptinc_p0p50_992_j_US,p0p50,1922,1.422
USA,sptinc_p0p50_992_j_US,p0p50,1923,1.488
USA,sptinc_p0p50_992_j_US,p0p50,1924,1.417
USA,sptinc_p0p50_992_j_US,p0p50,1925,1.372
USA,sptinc_p0p50_992_j_US,p0p50,1926,1.361
USA,sptinc_p0p50_992_j_US,p0p50,1927,1.377
USA,sptinc_p0p50_992_j_US,p0p50,1928,1.351
USA,sptinc_p0p50_992_j_US,p0p50,1929,1.384
USA,sptinc_p0p50_992_j_US,p0p50,1930,1.392
USA,sptinc_p0p50_992_j_US,p0p50,1931,138
USA,sptinc_p0p50_992_j_US,p0p50,1932,1.323
USA,sptinc_p0p50_992_j_US,p0p50,1933,1.333
USA,sptinc_p0p50_992_j_US,p0p50,1934,1.316
USA,sptinc_p0p50_992_j_US,p0p50,1935,1.384
USA,sptinc_p0p50_992_j_US,p0p50,1936,1.385
USA,sptinc_p0p50_992_j_US,p0p50,1937,1.412
USA,sptinc_p0p50_992_j_US,p0p50,1938,1.418
USA,sptinc_p0p50_992_j_US,p0p50,1939,1.379
USA,sptinc_p0p50_992_j_US,p0p50,1940,1.387
USA,sptinc_p0p50_992_j_US,p0p50,1941,1.454
USA,sptinc_p0p50_992_j_US,p0p50,1942,1.771
USA,sptinc_p0p50_992_j_US,p0p50,1943,188
USA,sptinc_p0p50_992_j_US,p0p50,1944,1.965
USA,sptinc_p0p50_992_j_US,p0p50,1945,1.582
USA,sptinc_p0p50_992_j_US,p0p50,1946,1.712
USA,sptinc_p0p50_992_j_US,p0p50,1947,1.728
USA,sptinc_p0p50_992_j_US,p0p50,1948,1.741
USA,sptinc_p0p50_992_j_US,p0p50,1949,1.709
USA,sptinc_p0p50_992_j_US,p0p50,1950,1.753
USA,sptinc_p0p50_992_j_US,p0p50,1951,1.838
USA,sptinc_p0p50_992_j_US,p0p50,1952,1.895
USA,sptinc_p0p50_992_j_US,p0p50,1953,1.929
USA,sptinc_p0p50_992_j_US,p0p50,1954,1.861
USA,sptinc_p0p50_992_j_US,p0p50,1955,1.877
USA,sptinc_p0p50_992_j_US,p0p50,1956,1.929
USA,sptinc_p0p50_992_j_US,p0p50,1957,1.922
USA,sptinc_p0p50_992_j_US,p0p50,1958,1.841
USA,sptinc_p0p50_992_j_US,p0p50,1959,1.819
USA,sptinc_p0p50_992_j_US,p0p50,1960,1.822
USA,sptinc_p0p50_992_j_US,p0p50,1961,1.768
USA,sptinc_p0p50_992_j_US,p0p50,1962,1.932
USA,sptinc_p0p50_992_j_US,p0p50,1963,1.892
USA,sptinc_p0p50_992_j_US,p0p50,1964,1.855
USA,sptinc_p0p50_992_j_US,p0p50,1965,1.903
USA,sptinc_p0p50_992_j_US,p0p50,1966,1.947
USA,sptinc_p0p50_992_j_US,p0p50,1967,2.073
USA,sptinc_p0p50_992_j_US,p0p50,1968,206
USA,sptinc_p0p50_992_j_US,p0p50,1969,2.127
USA,sptinc_p0p50_992_j_US,p0p50,1970,2.113
USA,sptinc_p0p50_992_j_US,p0p50,1971,2.043
USA,sptinc_p0p50_992_j_US,p0p50,1972,2.021
USA,sptinc_p0p50_992_j_US,p0p50,1973,2.044
USA,sptinc_p0p50_992_j_US,p0p50,1974,2.098
USA,sptinc_p0p50_992_j_US,p0p50,1975,2.042
USA,sptinc_p0p50_992_j_US,p0p50,1976,2.054
USA,sptinc_p0p50_992_j_US,p0p50,1977,2.026
USA,sptinc_p0p50_992_j_US,p0p50,1978,2.023
USA,sptinc_p0p50_992_j_US,p0p50,1979,2.035
USA,sptinc_p0p50_992_j_US,p0p50,1980,2.009
USA,sptinc_p0p50_992_j_US,p0p50,1981,197
USA,sptinc_p0p50_992_j_US,p0p50,1982,1.913
USA,sptinc_p0p50_992_j_US,p0p50,1983,1.834
USA,sptinc_p0p50_992_j_US,p0p50,1984,1.795
USA,sptinc_p0p50_992_j_US,p0p50,1985,1.782
USA,sptinc_p0p50_992_j_US,p0p50,1986,1.761
USA,sptinc_p0p50_992_j_US,p0p50,1987,1.736
USA,sptinc_p0p50_992_j_US,p0p50,1988,1.687
USA,sptinc_p0p50_992_j_US,p0p50,1989,1.698
USA,sptinc_p0p50_992_j_US,p0p50,1990,1.686
USA,sptinc_p0p50_992_j_US,p0p50,1991,1.671
USA,sptinc_p0p50_992_j_US,p0p50,1992,1.599
USA,sptinc_p0p50_992_j_US,p0p50,1993,1.612
USA,sptinc_p0p50_992_j_US,p0p50,1994,1.613
USA,sptinc_p0p50_992_j_US,p0p50,1995,1.575
USA,sptinc_p0p50_992_j_US,p0p50,1996,1.549
USA,sptinc_p0p50_992_j_US,p0p50,1997,1.526
USA,sptinc_p0p50_992_j_US,p0p50,1998,1.528
USA,sptinc_p0p50_992_j_US,p0p50,1999,1.518
USA,sptinc_p0p50_992_j_US,p0p50,2000,1.507
USA,sptinc_p0p50_992_j_US,p0p50,2001,1.528
USA,sptinc_p0p50_992_j_US,p0p50,2002,1.538
USA,sptinc_p0p50_992_j_US,p0p50,2003,1.508
USA,sptinc_p0p50_992_j_US,p0p50,2004,148
USA,sptinc_p0p50_992_j_US,p0p50,2005,1.436
USA,sptinc_p0p50_992_j_US,p0p50,2006,1.406
USA,sptinc_p0p50_992_j_US,p0p50,2007,1.433
USA,sptinc_p0p50_992_j_US,p0p50,2008,1.431
USA,sptinc_p0p50_992_j_US,p0p50,2009,1.426
USA,sptinc_p0p50_992_j_US,p0p50,2010,1.382
USA,sptinc_p0p50_992_j_US,p0p50,2011,1.354
USA,sptinc_p0p50_992_j_US,p0p50,2012,1.316
USA,sptinc_p0p50_992_j_US,p0p50,2013,1.344
USA,sptinc_p0p50_992_j_US,p0p50,2014,1.312
USA,sptinc_p0p50_992_j_US,p0p50,2015,1.318
USA,sptinc_p0p50_992_j_US,p0p50,2016,1.303
USA,sptinc_p0p50_992_j_US,p0p50,2017,1.346
USA,sptinc_p0p50_992_j_US,p0p50,2018,1.332
USA,sptinc_p0p50_992_j_US,p0p50,2019,1.357
USA,sptinc_p0p50_992_j_US,p0p50,2020,1.386
USA,sptinc_p0p50_992_j_US,p0p50,2021,1.382
USA,sptinc_p50p90_992_j_US,p50p90,1913,4.179
USA,sptinc_p50p90_992_j_US,p50p90,1914,4.134
USA,sptinc_p50p90_992_j_US,p50p90,1915,4.184
USA,sptinc_p50p90_992_j_US,p50p90,1916,4.085
USA,sptinc_p50p90_992_j_US,p50p90,1917,4.039
USA,sptinc_p50p90_992_j_US,p50p90,1918,4.127
USA,sptinc_p50p90_992_j_US,p50p90,1919,3.973
USA,sptinc_p50p90_992_j_US,p50p90,1920,4.104
USA,sptinc_p50p90_992_j_US,p50p90,1921,3.878
USA,sptinc_p50p90_992_j_US,p50p90,1922,3.969
USA,sptinc_p50p90_992_j_US,p50p90,1923,4.143
USA,sptinc_p50p90_992_j_US,p50p90,1924,4.012
USA,sptinc_p50p90_992_j_US,p50p90,1925,3.908
USA,sptinc_p50p90_992_j_US,p50p90,1926,388
USA,sptinc_p50p90_992_j_US,p50p90,1927,3.915
USA,sptinc_p50p90_992_j_US,p50p90,1928,3.826
USA,sptinc_p50p90_992_j_US,p50p90,1929,3.921
USA,sptinc_p50p90_992_j_US,p50p90,1930,3.979
USA,sptinc_p50p90_992_j_US,p50p90,1931,3.986
USA,sptinc_p50p90_992_j_US,p50p90,1932,3.847
USA,sptinc_p50p90_992_j_US,p50p90,1933,3.869
USA,sptinc_p50p90_992_j_US,p50p90,1934,3.778
